id,date,value
03,2021-05-03,70
04,2021-05-03,50
05,2021-05-03,151
06,2021-05-03,82
07,2021-05-03,337
08,2021-05-03,313
09,2021-05-03,1893
10,2021-05-03,138
11,2021-05-03,62
12,2021-05-03,174
13,2021-05-03,1120
14,2021-05-03,91
15,2021-05-03,127
16,2021-05-03,623
17,2021-05-03,45
18,2021-05-03,2
19,2021-05-03,22
01,2021-05-02,720
02,2021-05-02,205
03,2021-05-02,47
04,2021-05-02,39
05,2021-05-02,131
06,2021-05-02,76
07,2021-05-02,196
08,2021-05-02,148
09,2021-05-02,895
10,2021-05-02,81
11,2021-05-02,61
12,2021-05-02,123
13,2021-05-02,1060
14,2021-05-02,60
15,2021-05-02,101
16,2021-05-02,638
17,2021-05-02,39
18,2021-05-02,1
19,2021-05-02,12
01,2021-05-01,968
02,2021-05-01,249
03,2021-05-01,45
04,2021-05-01,67
05,2021-05-01,136
06,2021-05-01,78
07,2021-05-01,239
08,2021-05-01,227
09,2021-05-01,1103
10,2021-05-01,130
11,2021-05-01,63
12,2021-05-01,169
13,2021-05-01,1081
14,2021-05-01,55
15,2021-05-01,139
16,2021-05-01,643
17,2021-05-01,39
18,2021-05-01,8
19,2021-05-01,9
01,2021-04-30,1317
02,2021-04-30,298
03,2021-04-30,72
04,2021-04-30,13
05,2021-04-30,142
06,2021-04-30,88
07,2021-04-30,270
08,2021-04-30,368
09,2021-04-30,1812
10,2021-04-30,137
11,2021-04-30,92
12,2021-04-30,154
13,2021-04-30,1766
14,2021-04-30,64
15,2021-04-30,131
16,2021-04-30,643
17,2021-04-30,65
18,2021-04-30,2
19,2021-04-30,21
01,2021-04-29,1244
02,2021-04-29,292
03,2021-04-29,47
04,2021-04-29,54
05,2021-04-29,132
06,2021-04-29,83
07,2021-04-29,311
08,2021-04-29,374
09,2021-04-29,1829
10,2021-04-29,140
11,2021-04-29,83
12,2021-04-29,209
13,2021-04-29,1467
14,2021-04-29,85
15,2021-04-29,139
16,2021-04-29,518
17,2021-04-29,59
18,2021-04-29,3
19,2021-04-29,12
01,2021-04-28,1418
02,2021-04-28,295
03,2021-04-28,79
04,2021-04-28,48
05,2021-04-28,121
06,2021-04-28,120
07,2021-04-28,337
08,2021-04-28,342
09,2021-04-28,1981
10,2021-04-28,148
11,2021-04-28,79
12,2021-04-28,186
13,2021-04-28,1735
14,2021-04-28,57
15,2021-04-28,148
16,2021-04-28,595
17,2021-04-28,61
18,2021-04-28,5
19,2021-04-28,13
01,2021-04-27,1362
02,2021-04-27,326
03,2021-04-27,75
04,2021-04-27,58
05,2021-04-27,139
06,2021-04-27,89
07,2021-04-27,334
08,2021-04-27,376
09,2021-04-27,2127
10,2021-04-27,131
11,2021-04-27,99
12,2021-04-27,187
13,2021-04-27,2038
14,2021-04-27,97
15,2021-04-27,150
16,2021-04-27,748
17,2021-04-27,54
18,2021-04-27,4
19,2021-04-27,21
01,2021-04-26,1270
02,2021-04-26,370
03,2021-04-26,109
04,2021-04-26,53
05,2021-04-26,170
06,2021-04-26,115
07,2021-04-26,372
08,2021-04-26,410
09,2021-04-26,2376
10,2021-04-26,159
11,2021-04-26,84
12,2021-04-26,216
13,2021-04-26,1928
14,2021-04-26,88
15,2021-04-26,127
16,2021-04-26,814
17,2021-04-26,71
18,2021-04-26,7
19,2021-04-26,12
01,2021-04-25,909
02,2021-04-25,218
03,2021-04-25,97
04,2021-04-25,46
05,2021-04-25,124
06,2021-04-25,85
07,2021-04-25,264
08,2021-04-25,216
09,2021-04-25,1165
10,2021-04-25,106
11,2021-04-25,43
12,2021-04-25,151
13,2021-04-25,1292
14,2021-04-25,61
15,2021-04-25,142
16,2021-04-25,832
17,2021-04-25,44
18,2021-04-25,7
19,2021-04-25,20
01,2021-04-24,1147
02,2021-04-24,221
03,2021-04-24,98
04,2021-04-24,46
05,2021-04-24,165
06,2021-04-24,77
07,2021-04-24,294
08,2021-04-24,247
09,2021-04-24,1399
10,2021-04-24,146
11,2021-04-24,65
12,2021-04-24,202
13,2021-04-24,1500
14,2021-04-24,84
15,2021-04-24,136
16,2021-04-24,844
17,2021-04-24,83
18,2021-04-24,4
19,2021-04-24,9
01,2021-04-23,1597
02,2021-04-23,302
03,2021-04-23,88
04,2021-04-23,45
05,2021-04-23,124
06,2021-04-23,131
07,2021-04-23,294
08,2021-04-23,409
09,2021-04-23,1641
10,2021-04-23,198
11,2021-04-23,74
12,2021-04-23,197
13,2021-04-23,2090
14,2021-04-23,86
15,2021-04-23,179
16,2021-04-23,788
17,2021-04-23,68
18,2021-04-23,11
19,2021-04-23,26
01,2021-04-22,1513
02,2021-04-22,299
03,2021-04-22,86
04,2021-04-22,49
05,2021-04-22,147
06,2021-04-22,111
07,2021-04-22,367
08,2021-04-22,350
09,2021-04-22,2025
10,2021-04-22,185
11,2021-04-22,95
12,2021-04-22,202
13,2021-04-22,1809
14,2021-04-22,82
15,2021-04-22,181
16,2021-04-22,760
17,2021-04-22,62
18,2021-04-22,11
19,2021-04-22,34
01,2021-04-21,1621
02,2021-04-21,289
03,2021-04-21,107
04,2021-04-21,53
05,2021-04-21,170
06,2021-04-21,109
07,2021-04-21,362
08,2021-04-21,340
09,2021-04-21,1733
10,2021-04-21,198
11,2021-04-21,101
12,2021-04-21,224
13,2021-04-21,2003
14,2021-04-21,106
15,2021-04-21,149
16,2021-04-21,709
17,2021-04-21,75
18,2021-04-21,12
19,2021-04-21,28
01,2021-04-20,1690
02,2021-04-20,307
03,2021-04-20,128
04,2021-04-20,56
05,2021-04-20,184
06,2021-04-20,97
07,2021-04-20,371
08,2021-04-20,385
09,2021-04-20,2350
10,2021-04-20,211
11,2021-04-20,68
12,2021-04-20,235
13,2021-04-20,2312
14,2021-04-20,89
15,2021-04-20,193
16,2021-04-20,885
17,2021-04-20,65
18,2021-04-20,16
19,2021-04-20,24
01,2021-04-19,1524
02,2021-04-19,258
03,2021-04-19,126
04,2021-04-19,62
05,2021-04-19,164
06,2021-04-19,121
07,2021-04-19,397
08,2021-04-19,417
09,2021-04-19,1933
10,2021-04-19,180
11,2021-04-19,92
12,2021-04-19,188
13,2021-04-19,2198
14,2021-04-19,97
15,2021-04-19,172
16,2021-04-19,977
17,2021-04-19,86
18,2021-04-19,15
19,2021-04-19,30
01,2021-04-18,1079
02,2021-04-18,188
03,2021-04-18,108
04,2021-04-18,39
05,2021-04-18,175
06,2021-04-18,123
07,2021-04-18,253
08,2021-04-18,237
09,2021-04-18,1163
10,2021-04-18,148
11,2021-04-18,68
12,2021-04-18,154
13,2021-04-18,1512
14,2021-04-18,53
15,2021-04-18,154
16,2021-04-18,997
17,2021-04-18,61
18,2021-04-18,8
19,2021-04-18,19
01,2021-04-17,1273
02,2021-04-17,208
03,2021-04-17,142
04,2021-04-17,35
05,2021-04-17,162
06,2021-04-17,92
07,2021-04-17,293
08,2021-04-17,249
09,2021-04-17,1305
10,2021-04-17,139
11,2021-04-17,72
12,2021-04-17,199
13,2021-04-17,1677
14,2021-04-17,64
15,2021-04-17,162
16,2021-04-17,949
17,2021-04-17,48
18,2021-04-17,11
19,2021-04-17,13
01,2021-04-16,1701
02,2021-04-16,297
03,2021-04-16,115
04,2021-04-16,50
05,2021-04-16,217
06,2021-04-16,112
07,2021-04-16,372
08,2021-04-16,399
09,2021-04-16,1745
10,2021-04-16,151
11,2021-04-16,94
12,2021-04-16,179
13,2021-04-16,2240
14,2021-04-16,74
15,2021-04-16,162
16,2021-04-16,777
17,2021-04-16,56
18,2021-04-16,18
19,2021-04-16,19
01,2021-04-15,1739
02,2021-04-15,282
03,2021-04-15,99
04,2021-04-15,54
05,2021-04-15,221
06,2021-04-15,113
07,2021-04-15,377
08,2021-04-15,360
09,2021-04-15,1629
10,2021-04-15,175
11,2021-04-15,92
12,2021-04-15,216
13,2021-04-15,2032
14,2021-04-15,70
15,2021-04-15,197
16,2021-04-15,663
17,2021-04-15,68
18,2021-04-15,16
19,2021-04-15,32
01,2021-04-14,1820
02,2021-04-14,263
03,2021-04-14,89
04,2021-04-14,51
05,2021-04-14,211
06,2021-04-14,115
07,2021-04-14,377
08,2021-04-14,384
09,2021-04-14,2109
10,2021-04-14,166
11,2021-04-14,110
12,2021-04-14,226
13,2021-04-14,2111
14,2021-04-14,83
15,2021-04-14,168
16,2021-04-14,778
17,2021-04-14,61
18,2021-04-14,14
19,2021-04-14,28
01,2021-04-13,1805
02,2021-04-13,308
03,2021-04-13,105
04,2021-04-13,59
05,2021-04-13,205
06,2021-04-13,89
07,2021-04-13,392
08,2021-04-13,376
09,2021-04-13,1725
10,2021-04-13,136
11,2021-04-13,162
12,2021-04-13,195
13,2021-04-13,2290
14,2021-04-13,79
15,2021-04-13,184
16,2021-04-13,864
17,2021-04-13,59
18,2021-04-13,25
19,2021-04-13,32
01,2021-04-12,1817
02,2021-04-12,255
03,2021-04-12,128
04,2021-04-12,48
05,2021-04-12,218
06,2021-04-12,84
07,2021-04-12,372
08,2021-04-12,406
09,2021-04-12,1892
10,2021-04-12,147
11,2021-04-12,114
12,2021-04-12,206
13,2021-04-12,2296
14,2021-04-12,106
15,2021-04-12,209
16,2021-04-12,907
17,2021-04-12,63
18,2021-04-12,34
19,2021-04-12,29
01,2021-04-11,1050
02,2021-04-11,197
03,2021-04-11,152
04,2021-04-11,56
05,2021-04-11,197
06,2021-04-11,105
07,2021-04-11,261
08,2021-04-11,249
09,2021-04-11,1084
10,2021-04-11,111
11,2021-04-11,77
12,2021-04-11,140
13,2021-04-11,1401
14,2021-04-11,56
15,2021-04-11,203
16,2021-04-11,920
17,2021-04-11,48
18,2021-04-11,24
19,2021-04-11,28
01,2021-04-10,1606
02,2021-04-10,221
03,2021-04-10,181
04,2021-04-10,55
05,2021-04-10,204
06,2021-04-10,81
07,2021-04-10,297
08,2021-04-10,252
09,2021-04-10,1448
10,2021-04-10,124
11,2021-04-10,108
12,2021-04-10,185
13,2021-04-10,1699
14,2021-04-10,57
15,2021-04-10,200
16,2021-04-10,932
17,2021-04-10,55
18,2021-04-10,26
19,2021-04-10,38
01,2021-04-09,1909
02,2021-04-09,248
03,2021-04-09,124
04,2021-04-09,43
05,2021-04-09,195
06,2021-04-09,69
07,2021-04-09,376
08,2021-04-09,341
09,2021-04-09,1754
10,2021-04-09,165
11,2021-04-09,130
12,2021-04-09,193
13,2021-04-09,2098
14,2021-04-09,63
15,2021-04-09,219
16,2021-04-09,711
17,2021-04-09,58
18,2021-04-09,28
19,2021-04-09,29
01,2021-04-08,1853
02,2021-04-08,251
03,2021-04-08,112
04,2021-04-08,69
05,2021-04-08,256
06,2021-04-08,70
07,2021-04-08,399
08,2021-04-08,356
09,2021-04-08,1667
10,2021-04-08,161
11,2021-04-08,103
12,2021-04-08,179
13,2021-04-08,1947
14,2021-04-08,79
15,2021-04-08,231
16,2021-04-08,620
17,2021-04-08,43
18,2021-04-08,29
19,2021-04-08,36
01,2021-04-07,1937
02,2021-04-07,258
03,2021-04-07,97
04,2021-04-07,64
05,2021-04-07,219
06,2021-04-07,82
07,2021-04-07,406
08,2021-04-07,399
09,2021-04-07,1776
10,2021-04-07,158
11,2021-04-07,120
12,2021-04-07,185
13,2021-04-07,2039
14,2021-04-07,96
15,2021-04-07,221
16,2021-04-07,764
17,2021-04-07,55
18,2021-04-07,36
19,2021-04-07,44
01,2021-04-06,2085
02,2021-04-06,264
03,2021-04-06,138
04,2021-04-06,72
05,2021-04-06,235
06,2021-04-06,99
07,2021-04-06,398
08,2021-04-06,372
09,2021-04-06,1865
10,2021-04-06,143
11,2021-04-06,83
12,2021-04-06,175
13,2021-04-06,2274
14,2021-04-06,76
15,2021-04-06,218
16,2021-04-06,889
17,2021-04-06,58
18,2021-04-06,29
19,2021-04-06,36
01,2021-04-05,2042
02,2021-04-05,238
03,2021-04-05,148
04,2021-04-05,63
05,2021-04-05,237
06,2021-04-05,68
07,2021-04-05,422
08,2021-04-05,377
09,2021-04-05,1359
10,2021-04-05,152
11,2021-04-05,101
12,2021-04-05,162
13,2021-04-05,2324
14,2021-04-05,105
15,2021-04-05,226
16,2021-04-05,796
17,2021-04-05,49
18,2021-04-05,27
19,2021-04-05,42
01,2021-04-04,1240
02,2021-04-04,212
03,2021-04-04,134
04,2021-04-04,53
05,2021-04-04,177
06,2021-04-04,62
07,2021-04-04,332
08,2021-04-04,266
09,2021-04-04,1240
10,2021-04-04,132
11,2021-04-04,65
12,2021-04-04,135
13,2021-04-04,1734
14,2021-04-04,54
15,2021-04-04,210
16,2021-04-04,793
17,2021-04-04,55
18,2021-04-04,32
19,2021-04-04,31
01,2021-04-03,1294
02,2021-04-03,188
03,2021-04-03,117
04,2021-04-03,72
05,2021-04-03,179
06,2021-04-03,67
07,2021-04-03,315
08,2021-04-03,247
09,2021-04-03,1253
10,2021-04-03,128
11,2021-04-03,101
12,2021-04-03,120
13,2021-04-03,1686
14,2021-04-03,81
15,2021-04-03,178
16,2021-04-03,792
17,2021-04-03,61
18,2021-04-03,37
19,2021-04-03,32
01,2021-04-02,1112
02,2021-04-02,162
03,2021-04-02,94
04,2021-04-02,46
05,2021-04-02,174
06,2021-04-02,53
07,2021-04-02,289
08,2021-04-02,198
09,2021-04-02,1087
10,2021-04-02,121
11,2021-04-02,89
12,2021-04-02,123
13,2021-04-02,1458
14,2021-04-02,54
15,2021-04-02,224
16,2021-04-02,603
17,2021-04-02,42
18,2021-04-02,25
19,2021-04-02,23
01,2021-04-01,1404
02,2021-04-01,238
03,2021-04-01,96
04,2021-04-01,58
05,2021-04-01,235
06,2021-04-01,50
07,2021-04-01,318
08,2021-04-01,211
09,2021-04-01,1657
10,2021-04-01,166
11,2021-04-01,156
12,2021-04-01,160
13,2021-04-01,1346
14,2021-04-01,63
15,2021-04-01,203
16,2021-04-01,572
17,2021-04-01,42
18,2021-04-01,20
19,2021-04-01,26
01,2021-03-31,1453
02,2021-03-31,202
03,2021-03-31,75
04,2021-03-31,22
05,2021-03-31,187
06,2021-03-31,65
07,2021-03-31,378
08,2021-03-31,307
09,2021-03-31,1456
10,2021-03-31,136
11,2021-03-31,110
12,2021-03-31,160
13,2021-03-31,1836
14,2021-03-31,77
15,2021-03-31,170
16,2021-03-31,474
17,2021-03-31,61
18,2021-03-31,34
19,2021-03-31,38
01,2021-03-30,1346
02,2021-03-30,203
03,2021-03-30,145
04,2021-03-30,36
05,2021-03-30,184
06,2021-03-30,55
07,2021-03-30,312
08,2021-03-30,272
09,2021-03-30,1610
10,2021-03-30,146
11,2021-03-30,107
12,2021-03-30,151
13,2021-03-30,1692
14,2021-03-30,82
15,2021-03-30,165
16,2021-03-30,534
17,2021-03-30,41
18,2021-03-30,31
19,2021-03-30,37
01,2021-03-29,1305
02,2021-03-29,172
03,2021-03-29,89
04,2021-03-29,53
05,2021-03-29,227
06,2021-03-29,53
07,2021-03-29,316
08,2021-03-29,239
09,2021-03-29,1781
10,2021-03-29,170
11,2021-03-29,113
12,2021-03-29,147
13,2021-03-29,1694
14,2021-03-29,111
15,2021-03-29,180
16,2021-03-29,486
17,2021-03-29,49
18,2021-03-29,31
19,2021-03-29,40
01,2021-03-28,764
02,2021-03-28,135
03,2021-03-28,137
04,2021-03-28,41
05,2021-03-28,160
06,2021-03-28,58
07,2021-03-28,244
08,2021-03-28,200
09,2021-03-28,1082
10,2021-03-28,80
11,2021-03-28,83
12,2021-03-28,150
13,2021-03-28,1221
14,2021-03-28,49
15,2021-03-28,178
16,2021-03-28,448
17,2021-03-28,36
18,2021-03-28,25
19,2021-03-28,22
01,2021-03-27,915
02,2021-03-27,134
03,2021-03-27,148
04,2021-03-27,49
05,2021-03-27,177
06,2021-03-27,52
07,2021-03-27,247
08,2021-03-27,163
09,2021-03-27,1227
10,2021-03-27,107
11,2021-03-27,85
12,2021-03-27,158
13,2021-03-27,1247
14,2021-03-27,78
15,2021-03-27,177
16,2021-03-27,487
17,2021-03-27,44
18,2021-03-27,19
19,2021-03-27,19
01,2021-03-26,1241
02,2021-03-26,166
03,2021-03-26,116
04,2021-03-26,61
05,2021-03-26,166
06,2021-03-26,55
07,2021-03-26,319
08,2021-03-26,221
09,2021-03-26,1638
10,2021-03-26,155
11,2021-03-26,89
12,2021-03-26,141
13,2021-03-26,1742
14,2021-03-26,61
15,2021-03-26,160
16,2021-03-26,394
17,2021-03-26,48
18,2021-03-26,21
19,2021-03-26,26
01,2021-03-25,1152
02,2021-03-25,153
03,2021-03-25,115
04,2021-03-25,51
05,2021-03-25,181
06,2021-03-25,65
07,2021-03-25,292
08,2021-03-25,199
09,2021-03-25,1490
10,2021-03-25,137
11,2021-03-25,57
12,2021-03-25,136
13,2021-03-25,1419
14,2021-03-25,79
15,2021-03-25,167
16,2021-03-25,364
17,2021-03-25,42
18,2021-03-25,28
19,2021-03-25,30
01,2021-03-24,1080
02,2021-03-24,151
03,2021-03-24,95
04,2021-03-24,54
05,2021-03-24,187
06,2021-03-24,58
07,2021-03-24,275
08,2021-03-24,214
09,2021-03-24,1542
10,2021-03-24,150
11,2021-03-24,70
12,2021-03-24,119
13,2021-03-24,1484
14,2021-03-24,73
15,2021-03-24,197
16,2021-03-24,454
17,2021-03-24,56
18,2021-03-24,16
19,2021-03-24,26
01,2021-03-23,1154
02,2021-03-23,153
03,2021-03-23,124
04,2021-03-23,32
05,2021-03-23,212
06,2021-03-23,50
07,2021-03-23,302
08,2021-03-23,198
09,2021-03-23,1676
10,2021-03-23,134
11,2021-03-23,111
12,2021-03-23,156
13,2021-03-23,1848
14,2021-03-23,76
15,2021-03-23,168
16,2021-03-23,532
17,2021-03-23,49
18,2021-03-23,16
19,2021-03-23,27
01,2021-03-22,1073
02,2021-03-22,171
03,2021-03-22,171
04,2021-03-22,53
05,2021-03-22,234
06,2021-03-22,57
07,2021-03-22,270
08,2021-03-22,197
09,2021-03-22,1700
10,2021-03-22,133
11,2021-03-22,82
12,2021-03-22,153
13,2021-03-22,1706
14,2021-03-22,73
15,2021-03-22,166
16,2021-03-22,494
17,2021-03-22,23
18,2021-03-22,13
19,2021-03-22,43
01,2021-03-21,616
02,2021-03-21,84
03,2021-03-21,111
04,2021-03-21,47
05,2021-03-21,179
06,2021-03-21,30
07,2021-03-21,149
08,2021-03-21,136
09,2021-03-21,915
10,2021-03-21,94
11,2021-03-21,61
12,2021-03-21,94
13,2021-03-21,1133
14,2021-03-21,50
15,2021-03-21,130
16,2021-03-21,421
17,2021-03-21,19
18,2021-03-21,6
19,2021-03-21,15
01,2021-03-20,704
02,2021-03-20,115
03,2021-03-20,118
04,2021-03-20,46
05,2021-03-20,206
06,2021-03-20,48
07,2021-03-20,155
08,2021-03-20,124
09,2021-03-20,1021
10,2021-03-20,97
11,2021-03-20,60
12,2021-03-20,104
13,2021-03-20,1176
14,2021-03-20,65
15,2021-03-20,113
16,2021-03-20,389
17,2021-03-20,31
18,2021-03-20,16
19,2021-03-20,24
01,2021-03-19,967
02,2021-03-19,153
03,2021-03-19,115
04,2021-03-19,56
05,2021-03-19,219
06,2021-03-19,46
07,2021-03-19,204
08,2021-03-19,156
09,2021-03-19,1354
10,2021-03-19,87
11,2021-03-19,60
12,2021-03-19,159
13,2021-03-19,1015
14,2021-03-19,51
15,2021-03-19,95
16,2021-03-19,326
17,2021-03-19,18
18,2021-03-19,20
19,2021-03-19,22
01,2021-03-18,933
02,2021-03-18,141
03,2021-03-18,63
04,2021-03-18,46
05,2021-03-18,203
06,2021-03-18,41
07,2021-03-18,209
08,2021-03-18,155
09,2021-03-18,1293
10,2021-03-18,117
11,2021-03-18,81
12,2021-03-18,165
13,2021-03-18,1362
14,2021-03-18,72
15,2021-03-18,113
16,2021-03-18,359
17,2021-03-18,37
18,2021-03-18,14
19,2021-03-18,26
01,2021-03-17,874
02,2021-03-17,117
03,2021-03-17,68
04,2021-03-17,45
05,2021-03-17,239
06,2021-03-17,57
07,2021-03-17,200
08,2021-03-17,145
09,2021-03-17,1241
10,2021-03-17,119
11,2021-03-17,69
12,2021-03-17,165
13,2021-03-17,1258
14,2021-03-17,65
15,2021-03-17,77
16,2021-03-17,327
17,2021-03-17,29
18,2021-03-17,22
19,2021-03-17,30
01,2021-03-16,842
02,2021-03-16,140
03,2021-03-16,151
04,2021-03-16,58
05,2021-03-16,217
06,2021-03-16,36
07,2021-03-16,223
08,2021-03-16,170
09,2021-03-16,1380
10,2021-03-16,128
11,2021-03-16,114
12,2021-03-16,166
13,2021-03-16,1244
14,2021-03-16,51
15,2021-03-16,110
16,2021-03-16,342
17,2021-03-16,20
18,2021-03-16,13
19,2021-03-16,44
01,2021-03-15,880
02,2021-03-15,152
03,2021-03-15,134
04,2021-03-15,50
05,2021-03-15,247
06,2021-03-15,43
07,2021-03-15,239
08,2021-03-15,163
09,2021-03-15,1449
10,2021-03-15,140
11,2021-03-15,102
12,2021-03-15,177
13,2021-03-15,1283
14,2021-03-15,73
15,2021-03-15,86
16,2021-03-15,416
17,2021-03-15,23
18,2021-03-15,17
19,2021-03-15,57
01,2021-03-14,550
02,2021-03-14,87
03,2021-03-14,123
04,2021-03-14,36
05,2021-03-14,164
06,2021-03-14,37
07,2021-03-14,144
08,2021-03-14,85
09,2021-03-14,778
10,2021-03-14,74
11,2021-03-14,50
12,2021-03-14,117
13,2021-03-14,930
14,2021-03-14,40
15,2021-03-14,77
16,2021-03-14,324
17,2021-03-14,12
18,2021-03-14,12
19,2021-03-14,28
01,2021-03-13,645
02,2021-03-13,116
03,2021-03-13,148
04,2021-03-13,31
05,2021-03-13,200
06,2021-03-13,37
07,2021-03-13,142
08,2021-03-13,106
09,2021-03-13,905
10,2021-03-13,89
11,2021-03-13,56
12,2021-03-13,132
13,2021-03-13,975
14,2021-03-13,71
15,2021-03-13,60
16,2021-03-13,282
17,2021-03-13,9
18,2021-03-13,16
19,2021-03-13,28
01,2021-03-12,893
02,2021-03-12,106
03,2021-03-12,107
04,2021-03-12,42
05,2021-03-12,239
06,2021-03-12,51
07,2021-03-12,226
08,2021-03-12,119
09,2021-03-12,1184
10,2021-03-12,131
11,2021-03-12,85
12,2021-03-12,145
13,2021-03-12,1266
14,2021-03-12,62
15,2021-03-12,72
16,2021-03-12,311
17,2021-03-12,22
18,2021-03-12,19
19,2021-03-12,29
01,2021-03-11,753
02,2021-03-11,134
03,2021-03-11,114
04,2021-03-11,38
05,2021-03-11,215
06,2021-03-11,35
07,2021-03-11,189
08,2021-03-11,122
09,2021-03-11,1124
10,2021-03-11,154
11,2021-03-11,67
12,2021-03-11,207
13,2021-03-11,1073
14,2021-03-11,69
15,2021-03-11,65
16,2021-03-11,281
17,2021-03-11,18
18,2021-03-11,15
19,2021-03-11,37
01,2021-03-10,834
02,2021-03-10,119
03,2021-03-10,106
04,2021-03-10,36
05,2021-03-10,213
06,2021-03-10,43
07,2021-03-10,191
08,2021-03-10,170
09,2021-03-10,1189
10,2021-03-10,140
11,2021-03-10,51
12,2021-03-10,169
13,2021-03-10,1168
14,2021-03-10,83
15,2021-03-10,63
16,2021-03-10,310
17,2021-03-10,21
18,2021-03-10,18
19,2021-03-10,38
01,2021-03-09,878
02,2021-03-09,128
03,2021-03-09,146
04,2021-03-09,48
05,2021-03-09,198
06,2021-03-09,38
07,2021-03-09,192
08,2021-03-09,120
09,2021-03-09,1157
10,2021-03-09,160
11,2021-03-09,70
12,2021-03-09,145
13,2021-03-09,1275
14,2021-03-09,50
15,2021-03-09,65
16,2021-03-09,289
17,2021-03-09,19
18,2021-03-09,13
19,2021-03-09,32
01,2021-03-08,866
02,2021-03-08,148
03,2021-03-08,144
04,2021-03-08,30
05,2021-03-08,222
06,2021-03-08,32
07,2021-03-08,218
08,2021-03-08,121
09,2021-03-08,1279
10,2021-03-08,135
11,2021-03-08,36
12,2021-03-08,162
13,2021-03-08,1323
14,2021-03-08,90
15,2021-03-08,55
16,2021-03-08,283
17,2021-03-08,17
18,2021-03-08,13
19,2021-03-08,30
01,2021-03-07,545
02,2021-03-07,101
03,2021-03-07,104
04,2021-03-07,31
05,2021-03-07,163
06,2021-03-07,47
07,2021-03-07,139
08,2021-03-07,94
09,2021-03-07,750
10,2021-03-07,115
11,2021-03-07,37
12,2021-03-07,95
13,2021-03-07,923
14,2021-03-07,37
15,2021-03-07,56
16,2021-03-07,266
17,2021-03-07,16
18,2021-03-07,10
19,2021-03-07,10
01,2021-03-06,683
02,2021-03-06,118
03,2021-03-06,98
04,2021-03-06,44
05,2021-03-06,222
06,2021-03-06,30
07,2021-03-06,148
08,2021-03-06,107
09,2021-03-06,836
10,2021-03-06,150
11,2021-03-06,32
12,2021-03-06,113
13,2021-03-06,931
14,2021-03-06,78
15,2021-03-06,71
16,2021-03-06,259
17,2021-03-06,10
18,2021-03-06,8
19,2021-03-06,25
01,2021-03-05,861
02,2021-03-05,131
03,2021-03-05,105
04,2021-03-05,28
05,2021-03-05,205
06,2021-03-05,35
07,2021-03-05,213
08,2021-03-05,131
09,2021-03-05,1181
10,2021-03-05,178
11,2021-03-05,30
12,2021-03-05,162
13,2021-03-05,1234
14,2021-03-05,72
15,2021-03-05,59
16,2021-03-05,308
17,2021-03-05,11
18,2021-03-05,7
19,2021-03-05,35
01,2021-03-04,925
02,2021-03-04,136
03,2021-03-04,132
04,2021-03-04,45
05,2021-03-04,190
06,2021-03-04,34
07,2021-03-04,227
08,2021-03-04,133
09,2021-03-04,1019
10,2021-03-04,188
11,2021-03-04,25
12,2021-03-04,158
13,2021-03-04,1041
14,2021-03-04,95
15,2021-03-04,57
16,2021-03-04,225
17,2021-03-04,16
18,2021-03-04,14
19,2021-03-04,29
01,2021-03-03,995
02,2021-03-03,131
03,2021-03-03,145
04,2021-03-03,49
05,2021-03-03,194
06,2021-03-03,39
07,2021-03-03,205
08,2021-03-03,153
09,2021-03-03,1242
10,2021-03-03,264
11,2021-03-03,25
12,2021-03-03,188
13,2021-03-03,1150
14,2021-03-03,76
15,2021-03-03,59
16,2021-03-03,267
17,2021-03-03,18
18,2021-03-03,15
19,2021-03-03,32
01,2021-03-02,820
02,2021-03-02,159
03,2021-03-02,141
04,2021-03-02,87
05,2021-03-02,194
06,2021-03-02,40
07,2021-03-02,184
08,2021-03-02,151
09,2021-03-02,1351
10,2021-03-02,212
11,2021-03-02,33
12,2021-03-02,175
13,2021-03-02,1227
14,2021-03-02,93
15,2021-03-02,60
16,2021-03-02,257
17,2021-03-02,18
18,2021-03-02,20
19,2021-03-02,30
01,2021-03-01,741
02,2021-03-01,153
03,2021-03-01,161
04,2021-03-01,48
05,2021-03-01,178
06,2021-03-01,56
07,2021-03-01,280
08,2021-03-01,129
09,2021-03-01,1538
10,2021-03-01,241
11,2021-03-01,40
12,2021-03-01,161
13,2021-03-01,1296
14,2021-03-01,90
15,2021-03-01,59
16,2021-03-01,329
17,2021-03-01,31
18,2021-03-01,65
19,2021-03-01,34
01,2021-02-28,588
02,2021-02-28,127
03,2021-02-28,130
04,2021-02-28,15
05,2021-02-28,137
06,2021-02-28,42
07,2021-02-28,156
08,2021-02-28,74
09,2021-02-28,781
10,2021-02-28,143
11,2021-02-28,18
12,2021-02-28,109
13,2021-02-28,941
14,2021-02-28,68
15,2021-02-28,59
16,2021-02-28,267
17,2021-02-28,21
18,2021-02-28,11
19,2021-02-28,20
01,2021-02-27,697
02,2021-02-27,134
03,2021-02-27,147
04,2021-02-27,26
05,2021-02-27,172
06,2021-02-27,26
07,2021-02-27,175
08,2021-02-27,128
09,2021-02-27,891
10,2021-02-27,177
11,2021-02-27,24
12,2021-02-27,169
13,2021-02-27,947
14,2021-02-27,61
15,2021-02-27,42
16,2021-02-27,237
17,2021-02-27,11
18,2021-02-27,11
19,2021-02-27,16
01,2021-02-26,926
02,2021-02-26,165
03,2021-02-26,151
04,2021-02-26,32
05,2021-02-26,162
06,2021-02-26,45
